id,dispositivo_id,coletado_em,umidade,temperatura,ph_raw,npk_nitrogenio,npk_fosforo,npk_potassio,chuva_mm
37,1,2024-02-06 08:40:36,80.7,31.9,1700,True,True,True,0.9
38,1,2024-02-07 08:27:14,79.0,28.9,1653,True,True,True,2.9
39,1,2024-02-08 08:28:39,88.7,28.9,1702,True,True,True,1.2
40,1,2024-02-09 08:40:17,86.6,32.2,1748,True,True,True,2.4
41,1,2024-02-10 08:09:45,73.6,32.1,1664,True,True,True,0.4
42,1,2024-02-11 08:01:54,70.0,29.4,1662,True,True,True,1.8
43,1,2024-02-12 08:14:31,76.1,32.9,1375,True,True,True,1.6
44,1,2024-02-13 08:39:34,71.3,29.7,1809,True,True,True,0.1
45,1,2024-02-14 08:24:17,70.1,28.8,1719,True,True,True,4.7
46,1,2024-02-15 08:02:48,86.1,32.6,1739,True,True,True,1.4
47,1,2024-02-16 08:38:38,65.3,29.1,1872,True,True,True,1.3
48,1,2024-02-17 08:24:25,82.5,33.9,1565,True,False,True,7.1
49,1,2024-02-18 08:02:22,64.1,33.9,1501,True,False,True,1.3
50,1,2024-02-19 08:29:45,81.0,31.9,1589,True,False,True,0.3
51,1,2024-02-20 08:15:53,63.8,30.1,1524,True,False,True,4.6
52,1,2024-02-21 08:31:13,67.7,34.1,1722,True,False,True,2.9
53,1,2024-02-22 08:15:44,67.3,31.3,1714,True,False,True,10.4
54,1,2024-02-23 08:35:33,83.8,32.0,1965,True,False,True,2.9
55,1,2024-02-24 08:11:12,94.3,31.5,1612,True,False,True,3.0
56,1,2024-02-25 08:11:19,76.1,30.9,1707,True,False,True,6.5
57,1,2024-02-26 08:30:30,78.1,30.0,1688,True,False,True,4.1
58,1,2024-02-27 08:03:09,65.8,32.3,2181,True,False,True,0.3
59,1,2024-02-28 08:28:19,79.6,30.9,1584,False,False,True,0.6
60,1,2024-02-29 08:05:10,95.2,34.5,2236,False,False,True,1.9
61,1,2024-03-01 08:14:59,79.7,31.5,1844,False,False,True,6.1
62,1,2024-03-02 08:09:04,88.5,31.8,1890,False,False,True,4.7
63,1,2024-03-03 08:28:05,88.8,30.8,1507,False,False,True,13.4
64,1,2024-03-04 08:01:48,92.5,33.6,1586,False,False,True,7.0
65,1,2024-03-05 08:05:30,70.4,34.0,2014,False,False,True,3.4
66,1,2024-03-06 08:35:02,72.8,32.5,1821,False,False,True,6.0
67,1,2024-03-07 08:23:39,72.4,33.1,1565,False,False,True,2.8
68,1,2024-03-08 08:40:38,83.8,34.7,2133,False,False,True,7.7
69,1,2024-03-09 08:18:32,87.0,35.0,1744,False,False,True,2.9
70,1,2024-03-10 08:08:55,76.6,34.6,1778,False,False,True,3.6
71,1,2024-03-11 08:09:28,89.6,31.5,1842,False,False,True,8.5
72,1,2024-03-12 08:14:54,74.4,33.9,1638,False,False,True,4.4
73,1,2024-03-13 08:37:21,63.7,35.2,1745,False,False,True,9.3
74,1,2024-03-14 08:30:50,93.8,35.7,1504,False,False,True,3.2
75,1,2024-03-15 08:34:02,74.6,36.3,1672,False,False,True,10.7
76,1,2024-03-16 08:06:28,71.1,34.6,1537,False,False,True,6.5
77,1,2024-03-17 08:11:05,73.5,32.4,1893,False,False,True,0.3
78,1,2024-03-18 08:29:57,76.7,34.7,1779,False,False,True,6.5
79,1,2024-03-19 08:30:06,82.7,33.1,2098,False,False,True,25.1
80,1,2024-03-20 08:03:58,83.8,32.9,1926,False,False,True,4.9
81,1,2024-03-21 08:08:40,81.2,34.8,1862,False,False,True,9.2
82,1,2024-03-22 08:26:11,86.0,32.3,1679,False,False,True,0.2
83,1,2024-03-23 08:21:51,91.9,32.9,1862,False,False,True,4.0
84,1,2024-03-24 08:23:05,98.0,32.5,1647,False,False,True,0.9
85,1,2024-03-25 08:01:39,64.3,36.0,1582,False,False,True,6.5
86,1,2024-03-26 08:08:02,84.1,36.5,1713,False,False,True,14.4
87,1,2024-03-27 08:09:56,75.0,36.8,1681,False,False,True,12.8
88,1,2024-03-28 08:23:06,67.7,34.2,1757,False,False,True,3.9
89,1,2024-03-29 08:40:38,77.4,37.1,1941,False,False,True,0.4
90,1,2024-03-30 08:14:21,66.1,37.1,1620,False,False,True,2.4
91,1,2024-03-31 08:22:50,92.8,36.1,1647,False,False,True,24.4
92,1,2024-04-01 08:23:32,85.7,36.2,1680,False,False,True,0.1
93,1,2024-04-02 08:27:43,80.8,35.3,1793,False,True,True,7.7
94,1,2024-04-03 08:20:24,90.2,32.9,1971,False,True,True,3.5
95,1,2024-04-04 08:28:56,83.8,37.3,1544,False,True,True,0.6
96,1,2024-04-05 08:30:04,76.9,33.5,1816,False,True,True,3.6
97,1,2024-04-06 08:27:55,67.8,32.9,1513,False,True,True,2.8
98,1,2024-04-07 08:22:54,66.7,37.0,1863,False,True,True,2.0
99,1,2024-04-08 08:17:01,69.0,35.2,1733,False,True,True,3.4
100,1,2024-04-09 08:40:01,90.2,33.4,1866,False,True,True,2.2
101,1,2024-04-10 08:39:03,84.0,32.9,1628,False,True,True,1.0
102,1,2024-04-11 08:18:43,74.7,35.8,1877,False,True,True,6.5
103,1,2024-04-12 08:20:07,82.5,35.9,1729,False,True,True,3.0
104,1,2024-04-13 08:02:27,91.9,32.5,1711,False,True,True,1.2
105,1,2024-04-14 08:23:05,98.0,32.6,1889,True,True,True,5.1
106,1,2024-04-15 08:04:32,68.8,34.7,1594,True,True,True,3.4
107,1,2024-04-16 08:09:48,84.1,35.7,1849,True,True,True,2.6
108,1,2024-04-17 08:40:39,67.7,36.3,2013,True,True,True,18.1
109,1,2024-04-18 08:02:03,98.0,34.1,1684,True,True,False,3.8
110,1,2024-04-19 08:02:28,75.3,34.3,1911,True,True,False,6.2
111,1,2024-04-20 08:11:02,85.5,37.0,1836,True,True,False,4.2
112,1,2024-04-21 08:38:03,80.7,33.7,1955,True,True,False,3.5
113,1,2024-04-22 08:37:42,88.2,36.4,1819,True,True,False,6.8
114,1,2024-04-23 08:21:52,77.4,33.1,1782,True,True,False,20.5
115,1,2024-04-24 08:31:12,90.1,33.1,2272,True,True,False,14.5
116,1,2024-04-25 08:39:08,69.7,33.5,1575,True,True,True,0.5
117,1,2024-04-26 08:39:18,70.2,35.4,1857,True,True,True,5.8
118,1,2024-04-27 08:36:28,92.8,36.1,1976,True,True,True,1.6
119,1,2024-04-28 08:35:59,74.7,34.6,1609,True,True,True,20.1
120,1,2024-04-29 08:14:52,95.0,32.8,1886,True,True,True,11.3
121,1,2024-04-30 08:09:08,77.0,34.5,1806,True,True,True,4.1
122,1,2024-05-01 08:09:35,97.4,32.4,1762,True,True,True,3.8
123,1,2024-05-02 08:31:38,86.2,36.9,1508,True,True,True,1.6
124,1,2024-05-03 08:05:33,86.9,34.8,1882,True,True,True,5.0
125,1,2024-05-04 08:01:22,66.5,37.0,1566,True,True,True,26.1
126,1,2024-05-05 08:11:53,76.4,36.0,1722,True,True,True,7.7
127,1,2024-05-06 08:02:20,80.6,35.9,1677,True,True,True,9.7
128,1,2024-05-07 08:21:17,82.3,36.6,1541,True,True,True,26.3
129,1,2024-05-08 08:05:46,76.9,32.6,1956,True,True,True,13.0
130,1,2024-05-09 08:27:10,79.0,34.0,1585,True,True,True,30.7
131,1,2024-05-10 08:23:32,76.0,35.3,2065,True,True,True,2.5
132,1,2024-05-11 08:24:36,87.7,35.8,1839,True,True,True,17.5
133,1,2024-05-12 08:01:47,68.6,31.9,1607,True,True,True,3.4
134,1,2024-05-13 08:31:12,81.6,32.6,1801,True,True,True,13.9
135,1,2024-05-14 08:34:18,93.5,32.2,1427,True,True,True,3.3
136,1,2024-05-15 08:08:15,93.3,36.0,1855,True,True,True,7.0
137,1,2024-05-16 08:33:26,63.5,35.4,1609,True,True,True,9.2
138,1,2024-05-17 08:35:40,92.0,35.3,1702,True,True,True,0.4
139,1,2024-05-18 08:33:57,89.9,34.3,1884,True,True,True,11.3
140,1,2024-05-19 08:37:37,64.9,32.7,1891,True,True,True,1.2
141,1,2024-05-20 08:36:26,85.6,32.0,1713,True,True,True,10.2
142,1,2024-05-21 08:29:04,62.8,34.2,1539,True,True,True,12.1
143,1,2024-05-22 08:23:32,67.2,34.5,1599,True,True,True,2.3
144,1,2024-05-23 08:15:55,72.8,33.8,1844,True,True,True,3.4
145,1,2024-05-24 08:25:32,90.4,35.4,1987,True,True,True,1.1
146,1,2024-05-25 08:00:54,69.6,33.1,1650,True,True,True,4.7
147,1,2024-05-26 08:28:48,65.6,31.3,1740,True,True,True,2.8
148,1,2024-05-27 08:23:48,90.3,33.4,1906,True,False,True,5.2
149,1,2024-05-28 08:39:20,82.0,31.3,1716,True,False,True,0.2
150,1,2024-05-29 08:01:23,95.8,31.3,1780,True,False,True,7.1
151,1,2024-05-30 08:37:36,63.9,32.0,1635,True,False,True,12.0
152,1,2024-05-31 08:36:44,61.5,31.4,1822,True,False,True,3.4
153,1,2024-06-01 08:08:33,60.2,30.7,1718,True,False,True,6.0
154,1,2024-06-02 08:16:39,71.0,31.1,1838,True,False,True,5.6
155,1,2024-06-03 08:35:59,93.5,32.4,1729,True,False,False,14.4
156,1,2024-06-04 08:09:18,84.8,34.6,1886,True,False,False,1.7
157,1,2024-06-05 08:06:39,92.9,30.0,2073,True,False,False,5.4
158,1,2024-06-06 08:08:00,66.9,33.4,1927,True,False,False,0.3
159,1,2024-06-07 08:05:41,93.3,34.4,1881,True,False,False,10.5
160,1,2024-06-08 08:25:50,77.1,32.4,1948,True,False,False,6.3
161,1,2024-06-09 08:34:33,91.3,31.9,2108,True,False,False,10.2
162,1,2024-06-10 08:11:00,91.1,31.8,1667,True,False,False,9.2
163,1,2024-06-11 08:11:08,85.5,32.9,1508,True,False,False,0.9
164,1,2024-06-12 08:16:41,90.5,31.5,1642,True,False,False,0.0
165,1,2024-06-13 08:18:23,65.1,30.8,1665,True,False,False,0.8
166,1,2024-06-14 08:34:51,64.2,31.9,1598,True,False,False,0.7
167,1,2024-06-15 08:35:57,63.9,32.1,1758,True,False,False,9.6
168,1,2024-06-16 08:32:28,76.4,31.2,2022,True,False,False,0.7
169,1,2024-06-17 08:37:04,71.8,32.6,1577,True,False,False,0.3
170,1,2024-06-18 08:26:23,67.6,28.6,1739,True,True,False,0.3
171,1,2024-06-19 08:34:25,68.7,33.3,1991,True,True,False,2.1
172,1,2024-06-20 08:14:15,80.9,30.8,1499,True,True,False,1.1
173,1,2024-06-21 08:04:06,60.0,30.4,1877,True,True,False,6.3
174,1,2024-06-22 08:03:08,70.2,30.9,2056,True,True,False,4.8
175,1,2024-06-23 08:14:26,64.2,30.4,1858,True,True,False,1.6
176,1,2024-06-24 08:24:50,55.7,29.2,1516,True,True,False,12.6
177,1,2024-06-25 08:03:35,78.3,30.2,1640,True,True,False,0.9
178,1,2024-06-26 08:34:46,67.9,29.5,1827,True,True,False,3.1
179,1,2024-06-27 08:21:19,54.5,31.5,1597,True,True,False,0.2
180,1,2024-06-28 08:13:25,52.9,32.0,1906,False,True,False,11.3
181,1,2024-06-29 08:30:48,71.9,31.7,1779,False,True,False,3.1
182,1,2024-06-30 08:37:46,84.7,31.2,1599,False,True,False,1.8
183,1,2024-07-01 08:31:29,56.9,28.9,1678,False,True,False,7.0
184,1,2024-07-02 08:02:53,79.8,27.6,1891,False,True,False,0.7
185,1,2024-07-03 08:39:58,84.9,30.8,1620,True,True,False,2.0
186,1,2024-07-04 08:27:51,68.1,28.9,1517,True,True,True,0.0
187,1,2024-07-05 08:29:36,56.7,31.0,1923,True,True,True,1.0
188,1,2024-07-06 08:30:03,75.0,27.4,1657,True,True,True,1.3
189,1,2024-07-07 08:36:30,74.9,29.3,2022,True,True,True,3.8
190,1,2024-07-08 08:09:48,82.6,27.3,1907,True,True,True,4.2
191,1,2024-07-09 08:05:32,78.6,29.9,1875,True,True,True,3.0
192,1,2024-07-10 08:20:01,61.2,29.4,1695,True,True,True,0.4
193,1,2024-07-11 08:15:45,76.6,28.8,1644,True,True,True,2.8
194,1,2024-07-12 08:28:23,57.7,25.8,1789,True,True,True,1.6
195,1,2024-07-13 08:24:00,51.5,29.1,1898,True,True,True,2.7
196,1,2024-07-14 08:08:17,61.4,26.7,1842,True,True,True,0.3
197,1,2024-07-15 08:12:29,64.9,26.6,1911,True,True,True,1.8
198,1,2024-07-16 08:38:08,57.8,25.5,1820,True,True,True,9.6
199,1,2024-07-17 08:20:24,68.3,26.3,1692,True,True,True,0.6
200,1,2024-07-18 08:13:28,74.5,26.1,1581,True,True,True,1.4
201,1,2024-07-19 08:24:04,75.8,28.5,2035,True,True,True,4.9
202,1,2024-07-20 08:34:38,67.1,26.7,1884,True,True,True,2.7
203,1,2024-07-21 08:27:06,48.4,27.5,1781,True,True,True,1.3
204,1,2024-07-22 08:37:44,54.3,24.2,1521,True,True,True,2.1
205,1,2024-07-23 08:13:33,57.1,26.5,1828,True,True,True,1.6
206,1,2024-07-24 08:06:43,61.5,26.3,1765,True,True,True,1.6
207,1,2024-07-25 08:27:25,77.5,27.8,1742,True,True,True,2.2
208,1,2024-07-26 08:04:36,65.9,23.8,1561,True,True,True,0.6
209,1,2024-07-27 08:37:07,74.9,24.0,1808,True,True,True,1.7
210,1,2024-07-28 08:07:15,73.6,25.1,1885,True,True,True,2.6
211,1,2024-07-29 08:11:35,49.4,24.8,1687,True,True,True,1.4
212,1,2024-07-30 08:24:35,53.0,24.0,1574,True,True,True,0.5
213,1,2024-07-31 08:34:18,60.1,25.5,1687,True,True,True,4.6
214,1,2024-08-01 08:23:34,58.4,23.7,1601,True,True,True,3.4
215,1,2024-08-02 08:22:55,43.2,26.9,1715,True,True,True,11.2
216,1,2024-08-03 08:40:27,57.2,26.7,1556,True,True,True,12.2
217,1,2024-08-04 08:17:54,46.1,23.4,1783,True,True,True,0.1
218,1,2024-08-05 08:08:15,73.2,25.0,1858,True,True,True,3.9
219,1,2024-08-06 08:05:25,52.1,23.0,1758,False,True,True,1.1
220,1,2024-08-07 08:29:40,50.2,24.7,2062,True,True,True,6.1
221,1,2024-08-08 08:36:54,52.8,25.4,1936,True,True,True,0.5
222,1,2024-08-09 08:28:29,52.0,24.4,1830,True,True,True,2.4
223,1,2024-08-10 08:23:42,73.8,21.8,1826,True,True,True,0.3
224,1,2024-08-11 08:08:37,45.0,26.2,1987,True,True,True,1.0
225,1,2024-08-12 08:06:06,63.3,22.7,2000,True,True,True,3.4
226,1,2024-08-13 08:00:39,70.2,23.0,1768,True,True,True,0.3
227,1,2024-08-14 08:37:46,54.1,24.6,1715,True,True,True,0.3
228,1,2024-08-15 08:01:54,72.7,23.2,1532,True,True,True,0.7
229,1,2024-08-16 08:15:31,69.2,25.4,1814,True,True,True,0.4
230,1,2024-08-17 08:34:43,40.0,24.2,1964,True,True,True,3.9
231,1,2024-08-18 08:32:49,54.1,21.8,1816,True,True,True,1.5
232,1,2024-08-19 08:09:34,62.2,22.9,1749,True,True,True,0.1
233,1,2024-08-20 08:07:29,57.8,22.3,1773,True,True,True,1.7
234,1,2024-08-21 08:33:50,38.4,23.7,1523,True,True,True,1.8
235,1,2024-08-22 08:16:45,45.5,24.6,1569,True,True,True,3.3
236,1,2024-08-23 08:36:43,58.5,25.3,1945,True,True,True,1.1
237,1,2024-08-24 08:35:51,43.9,23.9,1706,True,True,True,3.0
238,1,2024-08-25 08:32:43,62.1,24.8,1751,True,True,True,0.8
239,1,2024-08-26 08:00:23,41.7,24.6,1905,True,True,True,4.5
240,1,2024-08-27 08:34:48,55.3,21.0,1328,True,True,True,0.5
241,1,2024-08-28 08:19:06,40.2,23.9,1786,True,True,True,1.1
242,1,2024-08-29 08:33:26,69.9,20.8,1739,True,True,True,0.7
243,1,2024-08-30 08:15:18,47.7,23.2,1820,True,True,True,0.1
244,1,2024-08-31 08:37:06,45.4,20.9,1743,True,True,True,2.1
245,1,2024-09-01 08:19:52,39.8,20.3,1594,True,True,True,1.0
246,1,2024-09-02 08:19:16,55.4,23.0,1788,True,True,True,0.3
247,1,2024-09-03 08:14:08,39.7,23.5,2054,True,True,True,1.0
248,1,2024-09-04 08:12:57,47.7,20.3,1660,True,True,True,1.3
249,1,2024-09-05 08:31:01,62.2,22.4,2013,True,True,True,1.9
250,1,2024-09-06 08:18:31,48.2,21.0,1923,True,True,True,0.5
251,1,2024-09-07 08:24:50,52.5,21.1,1874,True,True,True,0.2
252,1,2024-09-08 08:17:03,49.8,22.5,1802,True,True,True,1.6
253,1,2024-09-09 08:14:36,49.3,22.9,1621,True,True,True,0.3
254,1,2024-09-10 08:37:01,60.8,23.0,1919,True,True,True,0.4
255,1,2024-09-11 08:38:14,44.6,22.2,1673,True,True,True,2.8
256,1,2024-09-12 08:03:01,49.0,18.8,1717,True,True,True,0.4
257,1,2024-09-13 08:20:08,57.0,19.3,1802,True,True,True,0.7
258,1,2024-09-14 08:39:50,57.8,23.4,1814,True,True,True,0.5
259,1,2024-09-15 08:36:02,55.3,20.2,1815,True,True,True,1.1
260,1,2024-09-16 08:22:20,42.6,19.3,1610,False,True,True,1.4
261,1,2024-09-17 08:06:46,62.9,19.2,1967,False,True,True,0.8
262,1,2024-09-18 08:30:50,44.8,18.3,1886,False,True,True,1.0
263,1,2024-09-19 08:24:10,54.2,22.5,1717,False,True,True,0.1
264,1,2024-09-20 08:27:10,50.3,21.8,1665,False,True,True,1.7
265,1,2024-09-21 08:35:53,42.4,18.4,1916,False,True,True,0.6
266,1,2024-09-22 08:40:18,35.0,20.5,1727,False,True,True,0.0
267,1,2024-09-23 08:11:28,47.3,22.9,1963,False,True,True,0.4
268,1,2024-09-24 08:34:26,46.0,18.2,1940,False,True,True,0.2
269,1,2024-09-25 08:05:25,51.3,22.8,1464,False,True,True,1.1
270,1,2024-09-26 08:11:10,55.6,22.4,1652,False,True,True,0.4
271,1,2024-09-27 08:04:05,58.9,22.7,1871,False,True,True,2.8
272,1,2024-09-28 08:26:07,44.0,19.8,1873,False,True,True,0.2
273,1,2024-09-29 08:26:16,35.0,19.8,1524,False,True,True,1.7
274,1,2024-09-30 08:21:44,47.1,19.7,1612,False,True,True,0.6
275,1,2024-10-01 08:14:08,56.3,18.9,2053,False,True,True,0.0
276,1,2024-10-02 08:26:47,56.2,19.2,1591,False,True,True,0.8
277,1,2024-10-03 08:11:12,48.0,20.1,1715,False,True,True,0.9
278,1,2024-10-04 08:25:40,36.5,22.0,1792,False,True,True,0.0
279,1,2024-10-05 08:05:18,53.8,22.2,1763,False,True,True,0.3
280,1,2024-10-06 08:32:01,35.0,17.7,1939,False,True,True,1.0
281,1,2024-10-07 08:17:27,64.0,21.9,1679,False,True,True,0.1
282,1,2024-10-08 08:23:35,59.8,22.0,1588,False,True,True,0.3
283,1,2024-10-09 08:19:12,51.0,20.8,1731,False,True,True,0.0
284,1,2024-10-10 08:31:18,56.6,18.3,1827,False,True,True,1.2
285,1,2024-10-11 08:22:32,44.1,18.8,1721,False,True,True,0.6
286,1,2024-10-12 08:11:43,35.1,19.0,1781,False,True,True,0.5
287,1,2024-10-13 08:03:55,52.6,22.0,1773,False,True,True,1.0
288,1,2024-10-14 08:09:08,49.9,20.7,1866,False,True,True,0.5
289,1,2024-10-15 08:20:40,41.3,22.5,2091,False,True,True,2.2
290,1,2024-10-16 08:27:40,45.3,17.8,1726,False,True,True,0.1
291,1,2024-10-17 08:15:14,44.5,19.7,1738,False,True,True,0.4
292,1,2024-10-18 08:33:38,41.4,21.0,1756,False,True,True,0.1
293,1,2024-10-19 08:08:13,44.7,20.1,1720,False,True,True,2.8
294,1,2024-10-20 08:03:38,50.3,21.2,1674,False,True,True,0.1
295,1,2024-10-21 08:40:00,52.9,22.5,1735,False,True,True,0.6
296,1,2024-10-22 08:07:18,53.0,19.1,1727,False,True,True,0.6
297,1,2024-10-23 08:30:21,35.0,18.1,1787,False,True,True,0.2
298,1,2024-10-24 08:06:57,35.0,18.8,1855,False,True,True,0.0
299,1,2024-10-25 08:07:06,37.6,18.9,1887,False,True,True,0.3
300,1,2024-10-26 08:05:23,61.4,21.9,1744,False,True,True,0.0
301,1,2024-10-27 08:03:54,36.0,21.7,1421,False,True,True,0.2
302,1,2024-10-28 08:08:30,44.4,18.5,1993,False,True,True,0.5
303,1,2024-10-29 08:21:33,35.0,22.3,1712,False,True,True,0.2
304,1,2024-10-30 08:35:57,54.8,20.4,1779,False,True,True,0.1
305,1,2024-10-31 08:03:32,35.0,22.7,1695,False,True,True,1.1
306,1,2024-11-01 08:07:31,52.9,18.9,1680,False,True,True,0.3
307,1,2024-11-02 08:29:21,35.0,21.6,1718,False,True,True,0.5
308,1,2024-11-03 08:07:06,35.0,19.7,1778,False,True,True,0.2
309,1,2024-11-04 08:26:06,38.1,21.7,1590,True,True,True,2.2
310,1,2024-11-05 08:02:59,37.2,19.3,2006,True,True,True,0.1
311,1,2024-11-06 08:37:30,54.5,21.2,1995,True,True,True,0.4
312,1,2024-11-07 08:20:32,58.5,22.7,1989,True,True,True,1.7
313,1,2024-11-08 08:32:19,45.6,22.6,1563,True,True,True,0.2
314,1,2024-11-09 08:08:45,50.4,22.4,1598,True,True,True,0.3
315,1,2024-11-10 08:34:18,65.3,21.5,1507,True,True,True,0.3
316,1,2024-11-11 08:18:43,46.2,22.7,1747,True,True,True,0.0
317,1,2024-11-12 08:35:24,61.3,19.6,1705,True,True,True,1.1
318,1,2024-11-13 08:20:35,59.5,19.6,1629,True,True,True,1.3
319,1,2024-11-14 08:38:12,58.2,18.8,1847,True,True,True,1.7
320,1,2024-11-15 08:27:17,66.3,22.4,2062,True,True,True,0.3
321,1,2024-11-16 08:39:53,36.4,21.4,1647,True,True,True,0.4
322,1,2024-11-17 08:32:10,49.5,22.0,1692,True,True,True,0.8
323,1,2024-11-18 08:00:07,51.4,20.8,1848,True,True,True,0.2
324,1,2024-11-19 08:07:24,48.3,22.2,1815,True,True,True,2.3
325,1,2024-11-20 08:05:06,58.5,20.2,1944,True,True,True,1.5
326,1,2024-11-21 08:06:13,67.0,19.8,1783,True,True,True,0.8
327,1,2024-11-22 08:03:11,58.1,21.8,2027,True,True,True,1.1
328,1,2024-11-23 08:34:00,53.0,23.1,1712,True,True,True,0.9
329,1,2024-11-24 08:28:24,55.4,22.4,1761,True,True,True,1.4
330,1,2024-11-25 08:09:19,57.1,21.3,1541,True,True,True,0.7
331,1,2024-11-26 08:05:19,66.5,22.8,1826,True,True,True,0.6
332,1,2024-11-27 08:16:12,60.5,20.5,1505,True,True,True,1.6
333,1,2024-11-28 08:12:46,58.1,20.1,1705,True,True,True,1.8
334,1,2024-11-29 08:21:39,68.4,22.6,1732,True,True,True,0.6
335,1,2024-11-30 08:17:53,59.4,23.1,1873,True,True,True,2.2
336,1,2024-12-01 08:05:53,59.1,21.6,1923,True,True,True,0.5
337,1,2024-12-02 08:37:25,64.6,21.3,1836,True,True,True,1.8
338,1,2024-12-03 08:37:46,42.7,23.9,1687,True,True,True,0.1
339,1,2024-12-04 08:08:28,40.1,24.4,1684,True,True,True,0.7
340,1,2024-12-05 08:14:04,56.0,21.0,1753,True,True,True,1.3
341,1,2024-12-06 08:40:53,44.2,21.7,1659,True,True,True,2.4
342,1,2024-12-07 08:16:24,62.8,21.8,1585,True,True,True,1.4
343,1,2024-12-08 08:32:41,44.3,25.4,1509,True,True,True,0.7
344,1,2024-12-09 08:30:30,42.0,22.0,1918,True,True,True,0.3
345,1,2024-12-10 08:11:33,42.6,21.8,1771,True,True,True,0.1
346,1,2024-12-11 08:30:55,58.6,25.6,1724,True,True,True,1.4
347,1,2024-12-12 08:38:37,45.2,23.4,1678,True,True,True,1.5
348,1,2024-12-13 08:11:30,51.2,21.4,1801,True,True,True,0.3
349,1,2024-12-14 08:27:33,59.4,25.7,1895,True,True,True,2.6
350,1,2024-12-15 08:36:06,69.6,23.4,1617,True,True,True,2.3
351,1,2024-12-16 08:24:41,47.5,23.5,1788,True,True,True,0.2
352,1,2024-12-17 08:39:17,67.6,22.6,1404,True,True,True,1.0
353,1,2024-12-18 08:25:47,53.2,26.6,1812,True,True,True,1.6
354,1,2024-12-19 08:35:39,70.3,22.4,1948,True,True,True,0.3
355,1,2024-12-20 08:05:38,64.9,25.4,1973,True,True,True,0.0
356,1,2024-12-21 08:40:31,53.6,22.2,2104,True,True,True,8.9
357,1,2024-12-22 08:00:10,47.3,24.3,1594,True,True,True,0.7
358,1,2024-12-23 08:35:58,50.3,22.7,1513,True,True,True,1.1
359,1,2024-12-24 08:32:18,53.1,25.3,1799,True,True,True,7.5
360,1,2024-12-25 08:30:49,45.1,24.2,1648,True,True,True,1.7
361,1,2024-12-26 08:14:51,53.4,23.8,1792,True,True,True,5.4
362,1,2024-12-27 08:04:35,75.9,24.3,1515,True,True,True,1.8
363,1,2024-12-28 08:16:13,59.0,27.5,1548,True,True,True,0.8
364,1,2024-12-29 08:00:48,72.2,24.1,2023,True,True,True,4.5
365,1,2024-12-30 08:32:17,76.9,27.4,1843,True,True,True,1.0
