id,leitura_id,decidido_em,rele_ativado,codigo_acao,mensagem
102,102,2024-04-11 08:18:54,False,6,"Atenção! Cultura em risco! NPK irregular, corrigir solo urgente! Irrigação suspensa"
103,103,2024-04-12 08:20:37,False,1,"Umidade acima de 80%, irrigação suspensa"
104,104,2024-04-13 08:03:42,False,1,"Umidade acima de 80%, irrigação suspensa"
105,105,2024-04-14 08:23:48,False,1,"Umidade acima de 80%, irrigação suspensa"
106,106,2024-04-15 08:05:02,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
107,107,2024-04-16 08:11:14,False,1,"Umidade acima de 80%, irrigação suspensa"
108,108,2024-04-17 08:41:45,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
109,109,2024-04-18 08:02:56,False,1,"Umidade acima de 80%, irrigação suspensa"
110,110,2024-04-19 08:03:53,False,8,"Atenção! Cultura em risco! NPK e pH irregulares, corrigir solo urgente! Irrigação suspensa"
111,111,2024-04-20 08:12:03,False,1,"Umidade acima de 80%, irrigação suspensa"
112,112,2024-04-21 08:38:24,False,1,"Umidade acima de 80%, irrigação suspensa"
113,113,2024-04-22 08:38:18,False,1,"Umidade acima de 80%, irrigação suspensa"
114,114,2024-04-23 08:22:12,False,6,"Atenção! Cultura em risco! NPK irregular, corrigir solo urgente! Irrigação suspensa"
115,115,2024-04-24 08:31:46,False,1,"Umidade acima de 80%, irrigação suspensa"
116,116,2024-04-25 08:40:22,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
117,117,2024-04-26 08:40:29,False,2,"Solo em condições ideais, irrigação desnecessária"
118,118,2024-04-27 08:37:04,False,1,"Umidade acima de 80%, irrigação suspensa"
119,119,2024-04-28 08:37:16,False,2,"Solo em condições ideais, irrigação desnecessária"
120,120,2024-04-29 08:15:49,False,1,"Umidade acima de 80%, irrigação suspensa"
121,121,2024-04-30 08:10:25,False,2,"Solo em condições ideais, irrigação desnecessária"
122,122,2024-05-01 08:10:29,False,1,"Umidade acima de 80%, irrigação suspensa"
123,123,2024-05-02 08:32:27,False,1,"Umidade acima de 80%, irrigação suspensa"
124,124,2024-05-03 08:06:04,False,1,"Umidade acima de 80%, irrigação suspensa"
125,125,2024-05-04 08:01:42,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
126,126,2024-05-05 08:13:01,False,2,"Solo em condições ideais, irrigação desnecessária"
127,127,2024-05-06 08:03:26,False,1,"Umidade acima de 80%, irrigação suspensa"
128,128,2024-05-07 08:21:31,False,1,"Umidade acima de 80%, irrigação suspensa"
129,129,2024-05-08 08:05:55,False,4,"Atenção! Cultura em risco! pH fora do ideal sendo levado à cultura, corrigir solo urgente! Irrigação suspensa"
130,130,2024-05-09 08:27:27,False,4,"Atenção! Cultura em risco! pH fora do ideal sendo levado à cultura, corrigir solo urgente! Irrigação suspensa"
131,131,2024-05-10 08:23:54,False,4,"Atenção! Cultura em risco! pH fora do ideal sendo levado à cultura, corrigir solo urgente! Irrigação suspensa"
132,132,2024-05-11 08:25:59,False,1,"Umidade acima de 80%, irrigação suspensa"
133,133,2024-05-12 08:02:10,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
134,134,2024-05-13 08:32:42,False,1,"Umidade acima de 80%, irrigação suspensa"
135,135,2024-05-14 08:35:15,False,1,"Umidade acima de 80%, irrigação suspensa"
136,136,2024-05-15 08:09:34,False,1,"Umidade acima de 80%, irrigação suspensa"
137,137,2024-05-16 08:33:37,False,9,Chuva prevista de 9.2mm supre demanda hídrica da cultura. Irrigação suspensa
138,138,2024-05-17 08:36:32,False,1,"Umidade acima de 80%, irrigação suspensa"
139,139,2024-05-18 08:34:48,False,1,"Umidade acima de 80%, irrigação suspensa"
140,140,2024-05-19 08:38:56,True,12,Condições favoráveis! Irrigação acionada
141,141,2024-05-20 08:37:28,False,1,"Umidade acima de 80%, irrigação suspensa"
142,142,2024-05-21 08:30:14,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
143,143,2024-05-22 08:24:07,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
144,144,2024-05-23 08:17:08,False,2,"Solo em condições ideais, irrigação desnecessária"
145,145,2024-05-24 08:25:36,False,1,"Umidade acima de 80%, irrigação suspensa"
146,146,2024-05-25 08:02:24,False,9,Chuva prevista de 4.7mm supre demanda hídrica da cultura. Irrigação suspensa
147,147,2024-05-26 08:29:05,True,12,Condições favoráveis! Irrigação acionada
148,148,2024-05-27 08:25:18,False,1,"Umidade acima de 80%, irrigação suspensa"
149,149,2024-05-28 08:40:31,False,1,"Umidade acima de 80%, irrigação suspensa"
150,150,2024-05-29 08:02:00,False,1,"Umidade acima de 80%, irrigação suspensa"
151,151,2024-05-30 08:39:01,False,5,"NPK irregular e umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
152,152,2024-05-31 08:37:30,False,5,"NPK irregular e umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
153,153,2024-06-01 08:08:50,False,5,"NPK irregular e umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
154,154,2024-06-02 08:17:19,False,6,"Atenção! Cultura em risco! NPK irregular, corrigir solo urgente! Irrigação suspensa"
155,155,2024-06-03 08:36:57,False,1,"Umidade acima de 80%, irrigação suspensa"
156,156,2024-06-04 08:09:41,False,1,"Umidade acima de 80%, irrigação suspensa"
157,157,2024-06-05 08:07:40,False,1,"Umidade acima de 80%, irrigação suspensa"
158,158,2024-06-06 08:08:03,False,7,"NPK irregular + pH fora do ideal, corrigir solo antes de irrigar. Irrigação suspensa"
159,159,2024-06-07 08:06:17,False,1,"Umidade acima de 80%, irrigação suspensa"
160,160,2024-06-08 08:26:57,False,8,"Atenção! Cultura em risco! NPK e pH irregulares, corrigir solo urgente! Irrigação suspensa"
161,161,2024-06-09 08:34:58,False,1,"Umidade acima de 80%, irrigação suspensa"
162,162,2024-06-10 08:12:07,False,1,"Umidade acima de 80%, irrigação suspensa"
163,163,2024-06-11 08:11:24,False,1,"Umidade acima de 80%, irrigação suspensa"
164,164,2024-06-12 08:18:04,False,1,"Umidade acima de 80%, irrigação suspensa"
165,165,2024-06-13 08:19:04,False,5,"NPK irregular e umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
166,166,2024-06-14 08:36:15,False,7,"NPK irregular + pH fora do ideal, corrigir solo antes de irrigar. Irrigação suspensa"
167,167,2024-06-15 08:37:04,False,5,"NPK irregular e umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
168,168,2024-06-16 08:33:48,False,8,"Atenção! Cultura em risco! NPK e pH irregulares, corrigir solo urgente! Irrigação suspensa"
169,169,2024-06-17 08:37:32,False,8,"Atenção! Cultura em risco! NPK e pH irregulares, corrigir solo urgente! Irrigação suspensa"
170,170,2024-06-18 08:26:45,False,5,"NPK irregular e umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
171,171,2024-06-19 08:35:15,False,7,"NPK irregular + pH fora do ideal, corrigir solo antes de irrigar. Irrigação suspensa"
172,172,2024-06-20 08:14:38,False,1,"Umidade acima de 80%, irrigação suspensa"
173,173,2024-06-21 08:05:18,False,5,"NPK irregular e umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
174,174,2024-06-22 08:04:18,False,8,"Atenção! Cultura em risco! NPK e pH irregulares, corrigir solo urgente! Irrigação suspensa"
175,175,2024-06-23 08:14:29,False,5,"NPK irregular e umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
176,176,2024-06-24 08:26:09,False,7,"NPK irregular + pH fora do ideal, corrigir solo antes de irrigar. Irrigação suspensa"
177,177,2024-06-25 08:04:19,False,6,"Atenção! Cultura em risco! NPK irregular, corrigir solo urgente! Irrigação suspensa"
178,178,2024-06-26 08:35:51,False,5,"NPK irregular e umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
179,179,2024-06-27 08:21:24,False,7,"NPK irregular + pH fora do ideal, corrigir solo antes de irrigar. Irrigação suspensa"
180,180,2024-06-28 08:13:42,False,7,"NPK irregular + pH fora do ideal, corrigir solo antes de irrigar. Irrigação suspensa"
181,181,2024-06-29 08:31:37,False,6,"Atenção! Cultura em risco! NPK irregular, corrigir solo urgente! Irrigação suspensa"
182,182,2024-06-30 08:38:28,False,1,"Umidade acima de 80%, irrigação suspensa"
183,183,2024-07-01 08:32:02,False,5,"NPK irregular e umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
184,184,2024-07-02 08:03:03,False,6,"Atenção! Cultura em risco! NPK irregular, corrigir solo urgente! Irrigação suspensa"
185,185,2024-07-03 08:40:31,False,1,"Umidade acima de 80%, irrigação suspensa"
186,186,2024-07-04 08:29:06,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
187,187,2024-07-05 08:29:49,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
188,188,2024-07-06 08:30:16,False,2,"Solo em condições ideais, irrigação desnecessária"
189,189,2024-07-07 08:37:35,False,4,"Atenção! Cultura em risco! pH fora do ideal sendo levado à cultura, corrigir solo urgente! Irrigação suspensa"
190,190,2024-07-08 08:09:59,False,1,"Umidade acima de 80%, irrigação suspensa"
191,191,2024-07-09 08:06:43,False,2,"Solo em condições ideais, irrigação desnecessária"
192,192,2024-07-10 08:20:20,True,12,Condições favoráveis! Irrigação acionada
193,193,2024-07-11 08:16:04,False,2,"Solo em condições ideais, irrigação desnecessária"
194,194,2024-07-12 08:29:50,True,12,Condições favoráveis! Irrigação acionada
195,195,2024-07-13 08:25:03,True,12,Condições favoráveis! Irrigação acionada
196,196,2024-07-14 08:09:30,True,12,Condições favoráveis! Irrigação acionada
197,197,2024-07-15 08:12:53,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
198,198,2024-07-16 08:38:44,False,9,Chuva prevista de 9.6mm supre demanda hídrica da cultura. Irrigação suspensa
199,199,2024-07-17 08:21:34,True,12,Condições favoráveis! Irrigação acionada
200,200,2024-07-18 08:14:48,False,4,"Atenção! Cultura em risco! pH fora do ideal sendo levado à cultura, corrigir solo urgente! Irrigação suspensa"
201,201,2024-07-19 08:25:01,False,4,"Atenção! Cultura em risco! pH fora do ideal sendo levado à cultura, corrigir solo urgente! Irrigação suspensa"
202,202,2024-07-20 08:35:08,True,12,Condições favoráveis! Irrigação acionada
203,203,2024-07-21 08:28:18,True,12,Condições favoráveis! Irrigação acionada
204,204,2024-07-22 08:38:12,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
205,205,2024-07-23 08:14:15,True,12,Condições favoráveis! Irrigação acionada
206,206,2024-07-24 08:07:37,True,12,Condições favoráveis! Irrigação acionada
207,207,2024-07-25 08:28:53,False,2,"Solo em condições ideais, irrigação desnecessária"
208,208,2024-07-26 08:06:02,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
209,209,2024-07-27 08:37:57,False,2,"Solo em condições ideais, irrigação desnecessária"
210,210,2024-07-28 08:08:14,False,2,"Solo em condições ideais, irrigação desnecessária"
211,211,2024-07-29 08:12:44,True,12,Condições favoráveis! Irrigação acionada
212,212,2024-07-30 08:25:35,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
213,213,2024-07-31 08:34:36,False,9,Chuva prevista de 4.6mm supre demanda hídrica da cultura. Irrigação suspensa
214,214,2024-08-01 08:24:08,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
215,215,2024-08-02 08:23:26,False,9,Chuva prevista de 11.2mm supre demanda hídrica da cultura. Irrigação suspensa
216,216,2024-08-03 08:40:38,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
217,217,2024-08-04 08:18:40,True,12,Condições favoráveis! Irrigação acionada
218,218,2024-08-05 08:08:20,False,2,"Solo em condições ideais, irrigação desnecessária"
219,219,2024-08-06 08:06:43,False,5,"NPK irregular e umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
220,220,2024-08-07 08:30:53,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
221,221,2024-08-08 08:37:26,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
222,222,2024-08-09 08:29:47,True,12,Condições favoráveis! Irrigação acionada
223,223,2024-08-10 08:24:13,False,2,"Solo em condições ideais, irrigação desnecessária"
224,224,2024-08-11 08:08:40,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
225,225,2024-08-12 08:06:18,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
226,226,2024-08-13 08:02:02,False,2,"Solo em condições ideais, irrigação desnecessária"
227,227,2024-08-14 08:37:56,True,12,Condições favoráveis! Irrigação acionada
228,228,2024-08-15 08:02:26,False,4,"Atenção! Cultura em risco! pH fora do ideal sendo levado à cultura, corrigir solo urgente! Irrigação suspensa"
229,229,2024-08-16 08:15:42,True,12,Condições favoráveis! Irrigação acionada
230,230,2024-08-17 08:34:50,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
231,231,2024-08-18 08:33:34,True,12,Condições favoráveis! Irrigação acionada
232,232,2024-08-19 08:09:46,True,12,Condições favoráveis! Irrigação acionada
233,233,2024-08-20 08:08:37,True,12,Condições favoráveis! Irrigação acionada
234,234,2024-08-21 08:34:23,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
235,235,2024-08-22 08:17:23,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
236,236,2024-08-23 08:38:11,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
237,237,2024-08-24 08:36:56,True,12,Condições favoráveis! Irrigação acionada
238,238,2024-08-25 08:33:13,True,12,Condições favoráveis! Irrigação acionada
239,239,2024-08-26 08:01:35,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
240,240,2024-08-27 08:35:07,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
241,241,2024-08-28 08:20:22,True,12,Condições favoráveis! Irrigação acionada
242,242,2024-08-29 08:34:42,True,12,Condições favoráveis! Irrigação acionada
243,243,2024-08-30 08:16:21,True,12,Condições favoráveis! Irrigação acionada
244,244,2024-08-31 08:37:40,True,12,Condições favoráveis! Irrigação acionada
245,245,2024-09-01 08:20:55,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
246,246,2024-09-02 08:20:11,True,12,Condições favoráveis! Irrigação acionada
247,247,2024-09-03 08:14:35,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
248,248,2024-09-04 08:13:12,True,12,Condições favoráveis! Irrigação acionada
249,249,2024-09-05 08:31:16,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
250,250,2024-09-06 08:19:58,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
251,251,2024-09-07 08:25:48,True,12,Condições favoráveis! Irrigação acionada
252,252,2024-09-08 08:17:51,True,12,Condições favoráveis! Irrigação acionada
253,253,2024-09-09 08:15:33,True,12,Condições favoráveis! Irrigação acionada
254,254,2024-09-10 08:37:56,False,3,"pH fora do ideal + umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
255,255,2024-09-11 08:39:16,True,12,Condições favoráveis! Irrigação acionada
256,256,2024-09-12 08:03:10,True,12,Condições favoráveis! Irrigação acionada
257,257,2024-09-13 08:21:37,True,12,Condições favoráveis! Irrigação acionada
258,258,2024-09-14 08:41:16,True,12,Condições favoráveis! Irrigação acionada
259,259,2024-09-15 08:37:27,True,12,Condições favoráveis! Irrigação acionada
260,260,2024-09-16 08:22:35,False,5,"NPK irregular e umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
261,261,2024-09-17 08:06:56,False,7,"NPK irregular + pH fora do ideal, corrigir solo antes de irrigar. Irrigação suspensa"
262,262,2024-09-18 08:31:44,False,5,"NPK irregular e umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
263,263,2024-09-19 08:24:56,False,5,"NPK irregular e umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
264,264,2024-09-20 08:27:26,False,5,"NPK irregular e umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
265,265,2024-09-21 08:36:27,False,7,"NPK irregular + pH fora do ideal, corrigir solo antes de irrigar. Irrigação suspensa"
266,266,2024-09-22 08:40:45,False,5,"NPK irregular e umidade baixa, corrigir solo antes de irrigar. Irrigação suspensa"
267,267,2024-09-23 08:11:55,False,7,"NPK irregular + pH fora do ideal, corrigir solo antes de irrigar. Irrigação suspensa"
